Scribe: Realistic Handriting in Tensorflow
     by Sam Greydanus



TRAINING MODE...
Namespace(alphabet=' abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ', batch_size=32, bias=1.0, data_dir='./data', data_scale=50, decay=0.95, dropout=0.85, grad_clip=10.0, kmixtures=1, learning_rate=0.0001, log_dir='./logs/', lr_decay=1.0, momentum=0.9, nbatches=500, nepochs=250, nmixtures=8, optimizer='rmsprop', rnn_size=100, save_every=500, save_path='saved/model.ckpt', sleep_time=300, style=-1, text='', train=True, tsteps=150, tsteps_per_ascii=25)

loading data...
	loaded dataset:
		11315 train individual data points
		595 valid individual data points
		353 batches
building model...
	using alphabet abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ
attempt to load saved model...
loaded model: saved/model.ckpt-53500
training...
learning rate: 9.99999974738e-05
53510/125000, loss = -2.169, regloss = -0.21841, valid_loss = -1.937, time = 0.275
112810/125000, loss = -2.086, regloss = -2.16041, valid_loss = -1.951, time = 0.400
112820/125000, loss = -2.161, regloss = -2.15914, valid_loss = -1.957, time = 0.280
112830/125000, loss = -2.103, regloss = -2.16241, valid_loss = -1.951, time = 0.266
112840/125000, loss = -2.106, regloss = -2.16389, valid_loss = -1.947, time = 0.393
112850/125000, loss = -2.129, regloss = -2.16108, valid_loss = -1.929, time = 0.266
112860/125000, loss = -2.059, regloss = -2.15950, valid_loss = -1.942, time = 0.391
112870/125000, loss = -2.276, regloss = -2.15948, valid_loss = -1.922, time = 0.291
112880/125000, loss = -2.319, regloss = -2.15720, valid_loss = -1.924, time = 0.267
112890/125000, loss = -2.275, regloss = -2.15823, valid_loss = -1.955, time = 0.392
112900/125000, loss = -2.357, regloss = -2.15741, valid_loss = -1.958, time = 0.266
112910/125000, loss = -2.176, regloss = -2.16097, valid_loss = -1.920, time = 0.393
112920/125000, loss = -2.231, regloss = -2.15957, valid_loss = -1.952, time = 0.267
112930/125000, loss = -2.265, regloss = -2.15709, valid_loss = -1.958, time = 0.268
112940/125000, loss = -2.120, regloss = -2.15636, valid_loss = -1.913, time = 0.395
112950/125000, loss = -2.112, regloss = -2.15878, valid_loss = -1.961, time = 0.267
112960/125000, loss = -2.142, regloss = -2.15927, valid_loss = -1.937, time = 0.392
112970/125000, loss = -2.132, regloss = -2.15671, valid_loss = -1.925, time = 0.266
112980/125000, loss = -2.300, regloss = -2.16181, valid_loss = -1.939, time = 0.267
112990/125000, loss = -2.006, regloss = -2.16147, valid_loss = -1.928, time = 0.395
learning rate: 9.99999974738e-05
SAVED MODEL
113000/125000, loss = -2.209, regloss = -2.16191, valid_loss = -1.926, time = 0.295
113010/125000, loss = -2.126, regloss = -2.16440, valid_loss = -1.950, time = 0.266
113020/125000, loss = -2.149, regloss = -2.16370, valid_loss = -1.953, time = 0.393
113030/125000, loss = -2.125, regloss = -2.16368, valid_loss = -1.915, time = 0.267
113040/125000, loss = -2.155, regloss = -2.16695, valid_loss = -1.939, time = 0.394
113050/125000, loss = -2.215, regloss = -2.17027, valid_loss = -1.937, time = 0.268
113060/125000, loss = -2.071, regloss = -2.17111, valid_loss = -1.922, time = 0.266
113070/125000, loss = -2.035, regloss = -2.17131, valid_loss = -1.932, time = 0.394
113080/125000, loss = -2.218, regloss = -2.16791, valid_loss = -1.926, time = 0.267
113090/125000, loss = -2.244, regloss = -2.16595, valid_loss = -1.935, time = 0.393
113100/125000, loss = -2.142, regloss = -2.17230, valid_loss = -1.947, time = 0.266
113110/125000, loss = -2.012, regloss = -2.17076, valid_loss = -1.911, time = 0.266
113120/125000, loss = -2.204, regloss = -2.17224, valid_loss = -1.927, time = 0.394
113130/125000, loss = -2.109, regloss = -2.16944, valid_loss = -1.947, time = 0.267
113140/125000, loss = -2.070, regloss = -2.17215, valid_loss = -1.931, time = 0.394
113150/125000, loss = -2.206, regloss = -2.17222, valid_loss = -1.921, time = 0.276
113160/125000, loss = -2.127, regloss = -2.16614, valid_loss = -1.955, time = 0.266
113170/125000, loss = -2.188, regloss = -2.15913, valid_loss = -1.935, time = 0.397
113180/125000, loss = -2.356, regloss = -2.16475, valid_loss = -1.926, time = 0.267
113190/125000, loss = -2.035, regloss = -2.16397, valid_loss = -1.936, time = 0.394
113200/125000, loss = -2.093, regloss = -2.16624, valid_loss = -1.922, time = 0.267
113210/125000, loss = -2.201, regloss = -2.16572, valid_loss = -1.897, time = 0.267
113220/125000, loss = -2.384, regloss = -2.16766, valid_loss = -1.947, time = 0.391
113230/125000, loss = -2.267, regloss = -2.16945, valid_loss = -1.947, time = 0.267
113240/125000, loss = -1.961, regloss = -2.16294, valid_loss = -1.922, time = 0.394
113250/125000, loss = -2.160, regloss = -2.16138, valid_loss = -1.946, time = 0.266
113260/125000, loss = -2.263, regloss = -2.15954, valid_loss = -1.931, time = 0.268
113270/125000, loss = -2.236, regloss = -2.16035, valid_loss = -1.924, time = 0.393
113280/125000, loss = -2.072, regloss = -2.16123, valid_loss = -1.938, time = 0.265
113290/125000, loss = -2.104, regloss = -2.16256, valid_loss = -1.948, time = 0.395
113300/125000, loss = -2.066, regloss = -2.16246, valid_loss = -1.926, time = 0.266
113310/125000, loss = -2.202, regloss = -2.16623, valid_loss = -1.939, time = 0.266
113320/125000, loss = -2.241, regloss = -2.17038, valid_loss = -1.954, time = 0.394
113330/125000, loss = -2.158, regloss = -2.16930, valid_loss = -1.936, time = 0.267
113340/125000, loss = -2.163, regloss = -2.16628, valid_loss = -1.954, time = 0.314
113350/125000, loss = -2.180, regloss = -2.16768, valid_loss = -1.925, time = 0.267
113360/125000, loss = -2.127, regloss = -2.16667, valid_loss = -1.936, time = 0.266
113370/125000, loss = -2.163, regloss = -2.16430, valid_loss = -1.954, time = 0.392
113380/125000, loss = -2.262, regloss = -2.16263, valid_loss = -1.926, time = 0.268
113390/125000, loss = -2.122, regloss = -2.15867, valid_loss = -1.938, time = 0.395
113400/125000, loss = -2.200, regloss = -2.16189, valid_loss = -1.952, time = 0.281
113410/125000, loss = -2.129, regloss = -2.16328, valid_loss = -1.948, time = 0.267
113420/125000, loss = -2.138, regloss = -2.16214, valid_loss = -1.928, time = 0.398
113430/125000, loss = -2.110, regloss = -2.15874, valid_loss = -1.940, time = 0.267
113440/125000, loss = -2.098, regloss = -2.15421, valid_loss = -1.950, time = 0.394
113450/125000, loss = -2.141, regloss = -2.15237, valid_loss = -1.931, time = 0.267
113460/125000, loss = -2.103, regloss = -2.15218, valid_loss = -1.949, time = 0.266
113470/125000, loss = -2.180, regloss = -2.15368, valid_loss = -1.924, time = 0.392
113480/125000, loss = -2.262, regloss = -2.15819, valid_loss = -1.913, time = 0.268
113490/125000, loss = -2.144, regloss = -2.15535, valid_loss = -1.951, time = 0.393
learning rate: 9.99999974738e-05
SAVED MODEL
113500/125000, loss = -2.266, regloss = -2.15143, valid_loss = -1.948, time = 0.419
113510/125000, loss = -2.196, regloss = -2.14929, valid_loss = -1.931, time = 0.266
113520/125000, loss = -2.203, regloss = -2.15171, valid_loss = -1.941, time = 0.394
113530/125000, loss = -2.228, regloss = -2.15701, valid_loss = -1.971, time = 0.270
113540/125000, loss = -2.084, regloss = -2.15990, valid_loss = -1.946, time = 0.274
113550/125000, loss = -2.231, regloss = -2.16210, valid_loss = -1.954, time = 0.391
113560/125000, loss = -2.177, regloss = -2.16319, valid_loss = -1.945, time = 0.275
113570/125000, loss = -2.211, regloss = -2.16527, valid_loss = -1.926, time = 0.394
113580/125000, loss = -2.277, regloss = -2.16968, valid_loss = -1.963, time = 0.283
113590/125000, loss = -2.331, regloss = -2.17164, valid_loss = -1.956, time = 0.266
113600/125000, loss = -2.171, regloss = -2.17236, valid_loss = -1.921, time = 0.396
113610/125000, loss = -2.100, regloss = -2.16713, valid_loss = -1.931, time = 0.267
113620/125000, loss = -2.273, regloss = -2.16619, valid_loss = -1.938, time = 0.393
113630/125000, loss = -2.105, regloss = -2.16458, valid_loss = -1.927, time = 0.280
113640/125000, loss = -2.174, regloss = -2.16589, valid_loss = -1.959, time = 0.267
113650/125000, loss = -2.248, regloss = -2.17169, valid_loss = -1.941, time = 0.394
113660/125000, loss = -2.255, regloss = -2.17504, valid_loss = -1.912, time = 0.267
113670/125000, loss = -2.162, regloss = -2.17327, valid_loss = -1.935, time = 0.393
113680/125000, loss = -2.292, regloss = -2.17055, valid_loss = -1.938, time = 0.286
113690/125000, loss = -2.152, regloss = -2.16528, valid_loss = -1.924, time = 0.266
113700/125000, loss = -2.331, regloss = -2.16386, valid_loss = -1.948, time = 0.398
113710/125000, loss = -2.286, regloss = -2.16387, valid_loss = -1.924, time = 0.266
113720/125000, loss = -2.152, regloss = -2.16031, valid_loss = -1.911, time = 0.394
113730/125000, loss = -2.130, regloss = -2.16336, valid_loss = -1.937, time = 0.292
113740/125000, loss = -2.117, regloss = -2.16284, valid_loss = -1.943, time = 0.266
113750/125000, loss = -2.053, regloss = -2.16122, valid_loss = -1.929, time = 0.393
113760/125000, loss = -2.125, regloss = -2.16464, valid_loss = -1.941, time = 0.267
113770/125000, loss = -2.235, regloss = -2.16631, valid_loss = -1.926, time = 0.391
113780/125000, loss = -2.160, regloss = -2.16467, valid_loss = -1.918, time = 0.281
113790/125000, loss = -2.171, regloss = -2.16482, valid_loss = -1.955, time = 0.266
113800/125000, loss = -2.246, regloss = -2.16489, valid_loss = -1.946, time = 0.392
113810/125000, loss = -2.109, regloss = -2.16216, valid_loss = -1.926, time = 0.268
113820/125000, loss = -2.227, regloss = -2.16709, valid_loss = -1.949, time = 0.266
113830/125000, loss = -2.057, regloss = -2.16950, valid_loss = -1.937, time = 0.275
113840/125000, loss = -2.289, regloss = -2.16851, valid_loss = -1.924, time = 0.267
113850/125000, loss = -2.222, regloss = -2.16846, valid_loss = -1.969, time = 0.479
113860/125000, loss = -2.399, regloss = -2.16944, valid_loss = -1.949, time = 0.397
113870/125000, loss = -2.185, regloss = -2.16904, valid_loss = -1.915, time = 0.268
113880/125000, loss = -2.172, regloss = -2.16571, valid_loss = -1.974, time = 0.266
113890/125000, loss = -2.121, regloss = -2.16403, valid_loss = -1.942, time = 0.397
113900/125000, loss = -2.138, regloss = -2.16206, valid_loss = -1.920, time = 0.266
113910/125000, loss = -2.108, regloss = -2.16015, valid_loss = -1.944, time = 0.391
113920/125000, loss = -2.291, regloss = -2.16286, valid_loss = -1.937, time = 0.271
113930/125000, loss = -2.054, regloss = -2.16101, valid_loss = -1.926, time = 0.266
113940/125000, loss = -2.120, regloss = -2.16715, valid_loss = -1.957, time = 0.395
113950/125000, loss = -2.219, regloss = -2.16950, valid_loss = -1.945, time = 0.267
113960/125000, loss = -2.206, regloss = -2.16640, valid_loss = -1.945, time = 0.407
113970/125000, loss = -2.096, regloss = -2.16902, valid_loss = -1.930, time = 0.267
113980/125000, loss = -2.079, regloss = -2.16746, valid_loss = -1.943, time = 0.266
113990/125000, loss = -2.186, regloss = -2.17186, valid_loss = -1.922, time = 0.391
learning rate: 9.99999974738e-05
SAVED MODEL
114000/125000, loss = -2.110, regloss = -2.16530, valid_loss = -1.949, time = 0.293
114010/125000, loss = -2.084, regloss = -2.16121, valid_loss = -1.934, time = 0.267
114020/125000, loss = -1.957, regloss = -2.15776, valid_loss = -1.900, time = 0.411
114030/125000, loss = -2.267, regloss = -2.15917, valid_loss = -1.951, time = 0.266
114040/125000, loss = -1.987, regloss = -2.15609, valid_loss = -1.934, time = 0.393
114050/125000, loss = -2.235, regloss = -2.15786, valid_loss = -1.931, time = 0.266
114060/125000, loss = -2.136, regloss = -2.16306, valid_loss = -1.954, time = 0.267
114070/125000, loss = -2.242, regloss = -2.16528, valid_loss = -1.956, time = 0.397
114080/125000, loss = -2.232, regloss = -2.16475, valid_loss = -1.935, time = 0.266
114090/125000, loss = -2.155, regloss = -2.16247, valid_loss = -1.948, time = 0.393
114100/125000, loss = -2.043, regloss = -2.16195, valid_loss = -1.931, time = 0.266
114110/125000, loss = -2.104, regloss = -2.16049, valid_loss = -1.926, time = 0.266
114120/125000, loss = -2.058, regloss = -2.16214, valid_loss = -1.961, time = 0.402
114130/125000, loss = -2.158, regloss = -2.15928, valid_loss = -1.941, time = 0.273
114140/125000, loss = -2.121, regloss = -2.16302, valid_loss = -1.927, time = 0.343
114150/125000, loss = -2.140, regloss = -2.16180, valid_loss = -1.909, time = 0.267
114160/125000, loss = -2.103, regloss = -2.16297, valid_loss = -1.946, time = 0.267
114170/125000, loss = -2.281, regloss = -2.16490, valid_loss = -1.928, time = 0.390
114180/125000, loss = -2.071, regloss = -2.16254, valid_loss = -1.957, time = 0.267
114190/125000, loss = -2.219, regloss = -2.16609, valid_loss = -1.936, time = 0.393
114200/125000, loss = -2.196, regloss = -2.16832, valid_loss = -1.922, time = 0.266
114210/125000, loss = -2.136, regloss = -2.17290, valid_loss = -1.941, time = 0.267
114220/125000, loss = -2.239, regloss = -2.16839, valid_loss = -1.940, time = 0.399
114230/125000, loss = -2.123, regloss = -2.16668, valid_loss = -1.924, time = 0.267
114240/125000, loss = -2.196, regloss = -2.17072, valid_loss = -1.942, time = 0.312
114250/125000, loss = -2.072, regloss = -2.16995, valid_loss = -1.953, time = 0.266
114260/125000, loss = -2.110, regloss = -2.16842, valid_loss = -1.931, time = 0.268
114270/125000, loss = -2.185, regloss = -2.16668, valid_loss = -1.942, time = 0.395
114280/125000, loss = -2.099, regloss = -2.16583, valid_loss = -1.935, time = 0.267
114290/125000, loss = -2.266, regloss = -2.16698, valid_loss = -1.922, time = 0.397
114300/125000, loss = -2.249, regloss = -2.16808, valid_loss = -1.932, time = 0.282
114310/125000, loss = -1.967, regloss = -2.16863, valid_loss = -1.945, time = 0.266
114320/125000, loss = -2.280, regloss = -2.16768, valid_loss = -1.937, time = 0.395
114330/125000, loss = -2.239, regloss = -2.16582, valid_loss = -1.945, time = 0.268
114340/125000, loss = -2.248, regloss = -2.16695, valid_loss = -1.925, time = 0.316
114350/125000, loss = -2.330, regloss = -2.17402, valid_loss = -1.943, time = 0.281
114360/125000, loss = -2.145, regloss = -2.17015, valid_loss = -1.938, time = 0.278
114370/125000, loss = -2.413, regloss = -2.17748, valid_loss = -1.940, time = 0.393
114380/125000, loss = -2.141, regloss = -2.16994, valid_loss = -1.926, time = 0.267
114390/125000, loss = -2.094, regloss = -2.16402, valid_loss = -1.937, time = 0.280
114400/125000, loss = -2.224, regloss = -2.16283, valid_loss = -1.933, time = 0.344
114410/125000, loss = -1.964, regloss = -2.16336, valid_loss = -1.924, time = 0.266
114420/125000, loss = -2.144, regloss = -2.16192, valid_loss = -1.953, time = 0.392
114430/125000, loss = -1.975, regloss = -2.16308, valid_loss = -1.946, time = 0.277
114440/125000, loss = -2.364, regloss = -2.16630, valid_loss = -1.926, time = 0.271
114450/125000, loss = -2.155, regloss = -2.16507, valid_loss = -1.941, time = 0.379
114460/125000, loss = -2.225, regloss = -2.16280, valid_loss = -1.947, time = 0.267
114470/125000, loss = -2.176, regloss = -2.16448, valid_loss = -1.897, time = 0.391
114480/125000, loss = -2.170, regloss = -2.16149, valid_loss = -1.950, time = 0.267
114490/125000, loss = -2.068, regloss = -2.16148, valid_loss = -1.958, time = 0.277
learning rate: 9.99999974738e-05
SAVED MODEL
114500/125000, loss = -2.305, regloss = -2.16311, valid_loss = -1.917, time = 0.409
114510/125000, loss = -2.039, regloss = -2.15997, valid_loss = -1.955, time = 0.267
114520/125000, loss = -2.299, regloss = -2.16231, valid_loss = -1.936, time = 0.272
114530/125000, loss = -2.155, regloss = -2.16856, valid_loss = -1.920, time = 0.376
114540/125000, loss = -2.230, regloss = -2.17310, valid_loss = -1.956, time = 0.276
114550/125000, loss = -2.129, regloss = -2.17394, valid_loss = -1.945, time = 0.404
114560/125000, loss = -2.013, regloss = -2.16902, valid_loss = -1.929, time = 0.267
114570/125000, loss = -2.089, regloss = -2.16777, valid_loss = -1.956, time = 0.266
114580/125000, loss = -2.322, regloss = -2.17253, valid_loss = -1.939, time = 0.394
114590/125000, loss = -2.003, regloss = -2.16854, valid_loss = -1.932, time = 0.267
114600/125000, loss = -2.416, regloss = -2.16971, valid_loss = -1.950, time = 0.392
114610/125000, loss = -2.259, regloss = -2.16498, valid_loss = -1.946, time = 0.267
114620/125000, loss = -2.298, regloss = -2.16745, valid_loss = -1.933, time = 0.267
114630/125000, loss = -2.175, regloss = -2.16770, valid_loss = -1.948, time = 0.267
114640/125000, loss = -2.426, regloss = -2.16833, valid_loss = -1.934, time = 0.268
114650/125000, loss = -2.210, regloss = -2.16902, valid_loss = -1.920, time = 0.274
114660/125000, loss = -2.099, regloss = -2.16545, valid_loss = -1.937, time = 0.395
114670/125000, loss = -2.234, regloss = -2.16224, valid_loss = -1.936, time = 0.281
114680/125000, loss = -2.258, regloss = -2.16237, valid_loss = -1.926, time = 0.268
114690/125000, loss = -2.202, regloss = -2.16361, valid_loss = -1.941, time = 0.392
114700/125000, loss = -2.292, regloss = -2.16632, valid_loss = -1.940, time = 0.266
114710/125000, loss = -2.199, regloss = -2.16492, valid_loss = -1.941, time = 0.405
114720/125000, loss = -1.995, regloss = -2.16713, valid_loss = -1.944, time = 0.287
114730/125000, loss = -2.113, regloss = -2.16877, valid_loss = -1.938, time = 0.266
114740/125000, loss = -2.119, regloss = -2.17033, valid_loss = -1.918, time = 0.404
114750/125000, loss = -2.065, regloss = -2.17088, valid_loss = -1.950, time = 0.266
114760/125000, loss = -2.154, regloss = -2.16994, valid_loss = -1.937, time = 0.381
114770/125000, loss = -2.168, regloss = -2.17005, valid_loss = -1.922, time = 0.300
114780/125000, loss = -2.118, regloss = -2.17105, valid_loss = -1.939, time = 0.267
114790/125000, loss = -2.313, regloss = -2.17249, valid_loss = -1.944, time = 0.398
114800/125000, loss = -2.126, regloss = -2.17527, valid_loss = -1.908, time = 0.267
114810/125000, loss = -2.215, regloss = -2.16962, valid_loss = -1.940, time = 0.309
114820/125000, loss = -2.282, regloss = -2.17115, valid_loss = -1.927, time = 0.336
114830/125000, loss = -2.141, regloss = -2.17412, valid_loss = -1.920, time = 0.267
114840/125000, loss = -2.303, regloss = -2.16860, valid_loss = -1.942, time = 0.413
114850/125000, loss = -2.005, regloss = -2.16580, valid_loss = -1.928, time = 0.267
114860/125000, loss = -2.168, regloss = -2.16594, valid_loss = -1.932, time = 0.285
114870/125000, loss = -2.268, regloss = -2.15905, valid_loss = -1.945, time = 0.393
114880/125000, loss = -2.168, regloss = -2.16070, valid_loss = -1.939, time = 0.267
114890/125000, loss = -2.074, regloss = -2.16182, valid_loss = -1.913, time = 0.267
114900/125000, loss = -2.169, regloss = -2.16305, valid_loss = -1.956, time = 0.266
114910/125000, loss = -2.083, regloss = -2.16340, valid_loss = -1.940, time = 0.267
114920/125000, loss = -2.037, regloss = -2.16224, valid_loss = -1.918, time = 0.469
114930/125000, loss = -2.152, regloss = -2.16444, valid_loss = -1.950, time = 0.397
